name,room_type,star_rating,review_score,price,neighbourhood,latitude,longitude,distance_from_center,source,url
"Park Centraal Amsterdam, part of Sircle Collection",Hotel room,4.0,4.2,151.43,Oud Zuid,52.3615125,4.8832127,1.4,booking,https://www.booking.com/hotel/nl/park-centraal-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=194&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__106048&from_sustainable_property_sr=1&from=searchresults
Aadam Hotel Wilhelmina,Hotel room,3.0,3.4,89.0,Oud Zuid,52.3527534,4.8618602,3.1,booking,https://www.booking.com/hotel/nl/wilhelmina.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=195&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1004322_95127834_0_0_0&highlighted_blocks=1004322_95127834_0_0_0&matching_block_id=1004322_95127834_0_0_0&sr_pri_blocks=1004322_95127834_0_0_0__62267&from=searchresults
Grand Canal Boutique Hotel,Hotel room,4.0,3.9,153.29,Amsterdam City Centre,52.3705448,4.8844038,0.6,booking,https://www.booking.com/hotel/nl/canal-boutique-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=196&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=40143620_0_2_0_0&highlighted_blocks=40143620_0_2_0_0&matching_block_id=40143620_0_2_0_0&sr_pri_blocks=40143620_0_2_0_0__107349&from=searchresults
Cityview Hotel,Hotel room,3.0,3.8,140.0,Amsterdam City Centre,52.3798109,4.8926848,0.8,booking,https://www.booking.com/hotel/nl/cityview.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=198&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=503165401_171747591_2_0_0&highlighted_blocks=503165401_171747591_2_0_0&matching_block_id=503165401_171747591_2_0_0&sr_pri_blocks=503165401_171747591_2_0_0__98029&from=searchresults
Numa Amsterdam Docklands,Hotel room,4.0,4.4,130.0,Zeeburg,52.368933,4.9465115,3.7,booking,https://www.booking.com/hotel/nl/yays-amsterdam-docklands.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=521746507_182586151_2_0_0_700745&highlighted_blocks=521746507_182586151_2_0_0_700745&matching_block_id=521746507_182586151_2_0_0_700745&sr_pri_blocks=521746507_182586151_2_0_0_700745_90959&from=searchresults
"Max Brown Hotel Canal District, part of Sircle Collection",Hotel room,3.0,4.05,173.71,Amsterdam City Centre,52.3788703,4.8921727,0.7,booking,https://www.booking.com/hotel/nl/max-brown-hotel-canal-district.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=200&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1094606_95129700_0_2_0_744365&highlighted_blocks=1094606_95129700_0_2_0_744365&matching_block_id=1094606_95129700_0_2_0_744365&sr_pri_blocks=1094606_95129700_0_2_0_744365_121575&from_sustainable_property_sr=1&from=searchresults
Pension Homeland,Private room,,4.3,153.29,Amsterdam City Centre,52.3745343,4.9155587,1.6,booking,https://www.booking.com/hotel/nl/pension-homeland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=201&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=158058002_88602668_0_42_0&highlighted_blocks=158058002_88602668_0_42_0&matching_block_id=158058002_88602668_0_42_0&sr_pri_blocks=158058002_88602668_0_42_0__107276&from=searchresults
Park Plaza Victoria Amsterdam,Hotel room,4.0,4.3,219.29,Amsterdam City Centre,52.3772801,4.8976771,0.6,booking,https://www.booking.com/hotel/nl/victoria.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=203&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1044216_95128805_0_34_0&highlighted_blocks=1044216_95128805_0_34_0&matching_block_id=1044216_95128805_0_34_0&sr_pri_blocks=1044216_95128805_0_34_0__153491&from_sustainable_property_sr=1&from=searchresults
Hotel Mercier,Hotel room,4.0,4.2,224.57,Amsterdam City Centre,52.3731543,4.8822357,0.7,booking,https://www.booking.com/hotel/nl/mercier.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=205&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=365181206_119138345_0_2_0&highlighted_blocks=365181206_119138345_0_2_0&matching_block_id=365181206_119138345_0_2_0&sr_pri_blocks=365181206_119138345_0_2_0__157188&from_sustainable_property_sr=1&from=searchresults
Bilderberg Garden Hotel,Hotel room,5.0,4.0,183.57,Oud Zuid,52.3511798,4.8740022,2.7,booking,https://www.booking.com/hotel/nl/garden.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=206&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1008502_95127928_2_34_0&highlighted_blocks=1008502_95127928_2_34_0&matching_block_id=1008502_95127928_2_34_0&sr_pri_blocks=1008502_95127928_2_34_0__128480&from_sustainable_property_sr=1&from=searchresults
The July - Boat & Co,Hotel room,4.0,4.6,200.29,Westerpark,52.3944994,4.8819554,2.5,booking,https://www.booking.com/hotel/nl/boat-amp-co.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=492578201_164931093_2_2_0&highlighted_blocks=492578201_164931093_2_2_0&matching_block_id=492578201_164931093_2_2_0&sr_pri_blocks=492578201_164931093_2_2_0__140182&from_sustainable_property_sr=1&from=searchresults
Triple G Hotels,Hotel room,3.0,3.4,110.29,Bos en Lommer,52.3824496,4.857998,2.6,booking,https://www.booking.com/hotel/nl/g-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=209&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=666247913_0_2_1_0&highlighted_blocks=666247913_0_2_1_0&matching_block_id=666247913_0_2_1_0&sr_pri_blocks=666247913_0_2_1_0__77190&from=searchresults
Dutch Design Hotel Vondelpark,Hotel room,3.0,4.2,110.14,Oud Zuid,52.3538869,4.857526,3.2,booking,https://www.booking.com/hotel/nl/central-parc.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=17112202_89000485_0_2_0&highlighted_blocks=17112202_89000485_0_2_0&matching_block_id=17112202_89000485_0_2_0&sr_pri_blocks=17112202_89000485_0_2_0__77084&from=searchresults
Weber Hotel,Hotel room,2.0,4.05,137.57,Amsterdam City Centre,52.3648843,4.8802704,1.2,booking,https://www.booking.com/hotel/nl/freeland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=211&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1144513_95134141_2_0_0&highlighted_blocks=1144513_95134141_2_0_0&matching_block_id=1144513_95134141_2_0_0&sr_pri_blocks=1144513_95134141_2_0_0__96295&from=searchresults
XO Hotels Blue Tower,Hotel room,4.0,4.1,78.29,Bos en Lommer,52.3793024,4.8457427,3.3,booking,https://www.booking.com/hotel/nl/blue-tower.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=212&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1164002_102711862_0_2_0&highlighted_blocks=1164002_102711862_0_2_0&matching_block_id=1164002_102711862_0_2_0&sr_pri_blocks=1164002_102711862_0_2_0__54800&from=searchresults
Hotel Van Gogh,Hotel room,3.0,4.1,114.71,Oud Zuid,52.3591278,4.8801418,1.8,booking,https://www.booking.com/hotel/nl/van-gogh.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=214&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=29860802_250707664_0_2_0&highlighted_blocks=29860802_250707664_0_2_0&matching_block_id=29860802_250707664_0_2_0&sr_pri_blocks=29860802_250707664_0_2_0__80300&from=searchresults
Morgan & Mees Amsterdam,Hotel room,4.0,4.55,254.57,Westerpark,52.374196,4.8748509,1.3,booking,https://www.booking.com/hotel/nl/morgan-amp-mees.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=215&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=129210701_88533947_2_2_0&highlighted_blocks=129210701_88533947_2_2_0&matching_block_id=129210701_88533947_2_2_0&sr_pri_blocks=129210701_88533947_2_2_0__178192&from=searchresults
City center Amstel river Houseboat Kom en Zie,Entire home/apt,,3.5,313.14,Amsterdam City Centre,,,0.7,booking,https://www.booking.com/hotel/nl/city-center-amstel-river-houseboat-kom-en-zie.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1486466001_420141606_2_0_0&highlighted_blocks=1486466001_420141606_2_0_0&matching_block_id=1486466001_420141606_2_0_0&sr_pri_blocks=1486466001_420141606_2_0_0__219174&from=searchresults
The Bolster,Hotel room,3.0,3.9,135.0,Amsterdam City Centre,52.3655168,4.8955363,0.8,booking,https://www.booking.com/hotel/nl/the-bolster.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=217&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=196896401_0_2_0_0&highlighted_blocks=196896401_0_2_0_0&matching_block_id=196896401_0_2_0_0&sr_pri_blocks=196896401_0_2_0_0__94501&from=searchresults
PREMIER SUITES Amsterdam,Hotel room,4.0,4.5,143.14,Zuideramstel,52.337361,4.8682193,4.3,booking,https://www.booking.com/hotel/nl/premier-suites-plus-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=218&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=617101302_241036504_0_0_0_486239&highlighted_blocks=617101302_241036504_0_0_0_486239&matching_block_id=617101302_241036504_0_0_0_486239&sr_pri_blocks=617101302_241036504_0_0_0_486239_100174&from_sustainable_property_sr=1&from=searchresults
Renaissance Amsterdam Hotel,Hotel room,5.0,3.8,221.0,Amsterdam City Centre,52.3775634,4.8945437,0.5,booking,https://www.booking.com/hotel/nl/renaissance.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=221&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1064325_95129241_0_2_0&highlighted_blocks=1064325_95129241_0_2_0&matching_block_id=1064325_95129241_0_2_0&sr_pri_blocks=1064325_95129241_0_2_0__154723&from_sustainable_property_sr=1&from=searchresults
Amsterdam House Hotel,Hotel room,3.0,3.85,145.57,Amsterdam City Centre,52.3677201,4.8965593,0.6,booking,https://www.booking.com/hotel/nl/hoteleureka.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=222&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1088522_0_2_0_0&highlighted_blocks=1088522_0_2_0_0&matching_block_id=1088522_0_2_0_0&sr_pri_blocks=1088522_0_2_0_0__101866&from=searchresults
Camping Zeeburg Amsterdam,Hotel room,3.0,4.15,61.0,Zeeburg,52.3653338,4.9595079,4.6,booking,https://www.booking.com/hotel/nl/camping-zeeburg-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=223&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=760509004_368939494_2_0_0&highlighted_blocks=760509004_368939494_2_0_0&matching_block_id=760509004_368939494_2_0_0&sr_pri_blocks=760509004_368939494_2_0_0__42711&from_sustainable_property_sr=1&from=searchresults
Hotel Artemis Amsterdam,Hotel room,4.0,4.05,75.14,Slotervaart,52.3418622,4.8248045,5.8,booking,https://www.booking.com/hotel/nl/hoteartemisamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=224&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1111202_95133735_0_2_0&highlighted_blocks=1111202_95133735_0_2_0&matching_block_id=1111202_95133735_0_2_0&sr_pri_blocks=1111202_95133735_0_2_0__52600&from_sustainable_property_sr=1&from=searchresults
Stayokay Hostel Amsterdam Vondelpark,Private room,,4.3,103.43,Oud-West,,,1.7,booking,https://www.booking.com/hotel/nl/stayokayamdamvond.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=225&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1102410_119945791_0_2_0&highlighted_blocks=1102410_119945791_0_2_0&matching_block_id=1102410_119945791_0_2_0&sr_pri_blocks=1102410_119945791_0_2_0__72432&from=searchresults
DoubleTree by Hilton Amsterdam Centraal Station,Hotel room,4.0,4.15,155.43,Amsterdam City Centre,52.3766032,4.9050959,1.0,booking,https://www.booking.com/hotel/nl/double-tree-by-hilton-amsterdam-centraal-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=226&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=28888340_94704540_2_34_0&highlighted_blocks=28888340_94704540_2_34_0&matching_block_id=28888340_94704540_2_34_0&sr_pri_blocks=28888340_94704540_2_34_0__108817&from_sustainable_property_sr=1&from=searchresults
The Social Hub Amsterdam West Extended Stay,Hotel room,3.0,3.85,96.71,Slotervaart,52.3724834,4.8365089,3.8,booking,https://www.booking.com/hotel/nl/the-social-hub-amsterdam-extended-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=227&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=1407156502_412490516_0_2_0_1114191&highlighted_blocks=1407156502_412490516_0_2_0_1114191&matching_block_id=1407156502_412490516_0_2_0_1114191&sr_pri_blocks=1407156502_412490516_0_2_0_1114191_67661&from=searchresults
easyHotel Amsterdam Arena Boulevard,Hotel room,2.0,3.85,83.57,Zuidoost,52.3131781,4.944876,7.5,booking,https://www.booking.com/hotel/nl/easyhotel-amsterdam-arena-boulevard.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=228&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=206427501_0_2_0_0&highlighted_blocks=206427501_0_2_0_0&matching_block_id=206427501_0_2_0_0&sr_pri_blocks=206427501_0_2_0_0__58469&from=searchresults
Met Hotel Amsterdam,Hotel room,4.0,4.45,114.71,Slotervaart,52.3626531,4.8351406,4.1,booking,https://www.booking.com/hotel/nl/met-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=229&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682240&all_sr_blocks=610541304_239064999_0_2_0&highlighted_blocks=610541304_239064999_0_2_0&matching_block_id=610541304_239064999_0_2_0&sr_pri_blocks=610541304_239064999_0_2_0__80313&from=searchresults
